Set1,2012,752,
Set2,2012,752,
Set1,2011,752,
Set2,2011,752,
Set1,2010,752,
Set2,2010,752,
Set1,2012,756,
Set2,2012,756,
Set1,2011,756,
Set2,2011,756,
Set1,2010,756,
Set2,2010,756,
Set1,2012,799,
Set2,2012,799,
Set1,2011,799,
Set2,2011,799,
Set1,2010,799,
Set2,2010,799,
Set1,2012,755,
Set2,2012,755,
